Id,communities
P12-2029,14
P10-1032,15
P10-1036,50
P10-1037,8
P10-1035,50
P13-1051,68
P13-1052,16
P13-1059,25
P13-1058,22
I08-1048,12
W10-3214,21
W04-3229,21
P03-1045,176
W10-3212,3
W04-3224,11
S10-1049,45
W04-0109,12
C10-2159,12
C10-2158,4
C10-2153,27
H05-2004,11
N10-3002,21
E06-2030,97
P05-1061,26
P05-1066,15
P05-1065,11
E09-1031,11
W06-1653,34
D12-1075,12
C90-2063,28
D12-1077,15
C90-2066,24
J94-4002,24
P01-1070,10
J94-4005,22
P08-1026,50
P08-1027,7
P08-1020,6
P08-1021,3
P08-1022,6
P08-1023,15
P07-1038,31
P07-1037,50
P07-1035,11
P07-1032,50
P07-1030,7
W08-2207,13
N07-4011,25
P12-1091,9
L08-1372,9
L08-1056,21
P98-1004,47
P98-2184,22
W98-1234,12
W97-1409,160
W08-1701,36
C10-4001,9
A00-1020,47
E09-1049,21
P98-1001,12
N10-1066,9
C88-1072,41
P13-2129,22
W06-3807,16
W06-3806,11
N06-1058,31
E12-1083,48
E12-1081,24
C02-1080,26
C02-1083,47
N09-1008,57
C02-1085,12
C02-1084,1
C02-1089,110
N09-1002,27
N09-1001,27
N09-1007,34
C08-1005,19
N09-1004,27
W11-2128,9
W11-2127,15
W11-2126,0
P98-1055,169
D13-1026,31
P06-1022,11
P06-1023,0
P06-1021,11
C02-1159,12
C02-1158,19
C08-1050,13
C08-1051,7
C08-1052,27
C02-1154,16
C02-1153,36
C08-1055,5
C02-1151,14
C02-1150,4
D10-1009,149
W03-2909,21
W12-1512,47
W12-1513,51
L08-1188,7
D10-1003,34
D10-1002,11
W12-1519,33
W09-0410,21
W13-3203,9
W13-3202,11
W13-3205,11
D11-1036,0
D11-1031,50
D11-1038,5
W01-1206,10
W01-1207,10
W01-1203,10
W01-1208,10
P10-2045,10
P10-2040,7
I08-1045,26
I08-1044,26
I08-1046,31
W05-0409,4
I08-1042,31
P03-1043,26
W05-0406,4
P03-1041,20
P03-1040,0
P03-1046,11
W05-0401,26
P03-1044,16
P09-1023,13
P09-1022,11
P09-1021,47
P09-1020,11
P09-1027,27
P09-1026,27
P09-1025,6
P09-1024,10
E09-1033,0
W03-1727,140
P09-1029,27
P09-1028,27
E09-1035,11
W03-1726,34
M98-1009,26
W04-1311,0
M98-1007,16
P12-1025,34
E12-3002,16
W11-1101,14
A83-1031,28
J97-2001,6
W02-1706,50
W02-1704,106
A00-1042,12
A00-1044,26
A00-1046,42
A00-1041,10
W06-1703,25
A00-1043,5
W06-1701,12
E89-1018,6
W06-1601,22
P06-1090,15
C04-1151,9
D07-1006,15
D07-1005,19
D07-1004,4
C04-1155,159
C04-1154,15
C04-1157,22
C04-1156,47
C04-1159,11
W96-0507,43
W96-0503,6
D07-1009,130
D07-1008,5
N07-1030,4
N07-1034,49
N07-1039,12
P12-2033,5
W05-0627,174
W05-0625,14
W05-0623,11
W10-1736,15
L08-1115,11
N13-1004,20
N13-1005,16
N13-1006,14
N13-1007,9
J96-2001,12
P10-1029,7
P10-1025,13
P10-1024,22
P13-1020,5
P13-1023,9
S10-1051,45
P13-1028,5
P13-1029,11
W13-1204,16
W07-1801,42
C04-1153,22
W07-1804,42
C04-1152,99
H05-2017,27
H05-2012,16
D07-1002,13
P05-1052,14
P05-1053,14
W12-4207,15
W12-6202,124
P05-1059,15
P01-1067,47
P01-1064,3
I08-1017,26
W08-0904,2
W08-0906,9
W08-0909,11
W98-1425,6
P08-1035,5
W98-1427,6
W98-1421,0
P07-1021,56
P07-1025,3
E06-2004,1
P07-1026,14
P07-1029,0
P10-1113,13
P12-1089,14
C02-2013,110
W08-2212,22
W12-0104,9
W12-0102,9
W12-0103,21
W10-3007,21
W97-0127,12
W97-0123,22
W97-0122,8
W97-0121,3
W97-0120,12
L08-1098,22
C02-2015,90
J98-3005,26
J98-3004,70
C00-1042,12
W07-1022,19
J13-2005,50
J13-2004,58
W05-1308,16
J13-2001,25
N09-1073,11
W12-0510,26
P13-2133,25
C00-1045,5
P13-2135,23
P13-2139,13
P13-2138,5
I08-1013,25
W05-1303,12
N06-1024,11
N06-1026,11
N06-1027,20
N06-1020,11
C00-1049,92
N06-1022,11
N06-1023,22
N09-1034,25
N09-1030,3
W08-0123,81
W11-2113,31
D13-1039,7
W11-2111,2
W11-1611,5
D13-1033,21
D13-1032,21
L08-1538,21
L08-1539,21
C02-1162,13
P06-1034,6
P06-1037,50
P06-1036,3
P06-1031,2
W01-0812,6
P06-1033,33
P06-1032,2
C08-1043,157
C08-1042,7
C08-1041,48
C08-1040,20
W01-0520,6
W01-0521,11
W12-1507,36
W12-1506,6
P06-4020,50
D10-1038,3
D10-1037,9
D10-1034,14
D10-1035,16
D10-1032,19
P09-1058,34
D10-1030,14
W09-0402,21
P06-2091,50
W09-0407,19
P06-2097,22
P06-2094,16
P06-2095,25
W09-0409,19
W03-0509,16
W03-0504,26
W10-1734,20
W03-0501,14
I08-3010,168
I08-3012,21
I08-3015,12
J04-3002,12
J04-3003,5
C94-2189,24
N01-1027,1
W98-0610,26
P03-1070,49
P03-1071,3
P09-1016,25
P09-1015,57
P09-1010,6
I05-2020,25
E09-1006,69
E09-1007,25
E09-1004,27
I05-2023,16
W06-2611,11
M98-1019,26
M98-1018,26
M98-1016,26
W13-1903,60
D08-1024,31
W06-3004,13
P90-1032,12
P90-1031,12
P90-1034,12
M95-1012,12
M95-1015,12
W09-0621,9
D07-1131,11
D07-1039,22
W05-0620,14
D07-1032,8
D07-1030,19
D07-1031,12
E95-1014,12
C04-1125,0
C04-1126,16
W96-0512,6
C04-1120,141
C04-1121,27
C04-1122,25
C04-1123,0
C04-1128,51
C04-1129,5
W91-0114,24
N07-1023,5
N07-1021,6
N07-1027,13
P12-2049,3
N07-1024,9
P12-2045,16
N07-1029,19
W12-2020,13
P12-2040,11
W05-0617,99
W97-0903,6
W97-0902,12
N13-1019,3
N13-1018,13
W10-1727,15
W01-0701,19
N13-1013,13
N13-1011,25
N13-1014,12
W01-0704,16
W01-0705,22
P13-1037,45
W00-1308,21
W00-1426,51
W01-0706,12
P13-1031,31
S10-1055,16
P13-2053,19
C04-1057,5
W06-1106,8
W13-3608,2
P05-1048,15
W00-1303,19
P05-1041,50
P05-1040,0
P05-1045,26
P05-1047,16
P01-1052,54
P01-1050,19
P01-1056,6
P01-1055,26
P08-1002,4
P08-1003,25
P08-1006,11
P08-1009,15
P07-1054,27
P07-1055,14
P07-1051,15
P07-1052,11
P07-1053,27
W08-2226,11
W08-2227,81
W12-0113,63
W12-0114,19
W97-0110,12
W05-0701,166
W04-2510,12
W97-0117,12
W97-0114,47
W97-0115,47
W97-0119,47
W04-0847,26
W04-0848,27
W04-0849,27
P13-2107,50
P13-2104,11
C96-2105,12
W04-1007,16
E12-1065,3
N06-1039,14
N06-1038,14
N06-1037,14
I05-3035,34
N06-1032,15
N06-1031,15
N09-1022,25
N09-1029,15
W11-2104,23
W08-0111,6
C02-1170,5
D10-1020,7
W11-1512,21
W09-0436,15
P06-2087,47
P06-2086,26
W09-0432,48
P06-2080,11
W03-1108,25
W03-1106,34
P06-2089,11
W03-1102,5
W03-1101,5
P92-1054,12
C94-2195,12
C94-2191,24
P10-2026,48
C96-1089,47
W05-0636,14
P03-1061,34
J12-1002,9
W98-0603,72
J12-1006,5
J12-1005,13
P03-1069,11
P09-1003,13
P09-1004,13
P09-1006,11
W04-0206,21
W04-0207,16
W04-0202,167
E09-1017,5
W13-2248,23
P13-4028,9
C02-1068,11
M98-1021,16
H05-1078,11
D08-1032,8
D08-1031,4
W13-1911,11
D08-1035,3
D08-1034,13
H05-1070,0
W09-1125,7
H05-1073,4
W09-1123,16
W09-1122,11
W09-1121,7
W09-1120,21
P05-1051,26
W06-3210,99
P11-1008,6
P11-1009,7
M95-1001,28
D09-1091,112
D09-1098,7
W09-0615,5
W09-0613,6
D07-1029,19
D07-1028,6
E95-1003,12
D07-1027,11
D07-1026,7
W97-0316,21
E85-1040,153
D07-1022,12
W01-1004,16
C04-1136,57
W01-1006,148
W01-1007,16
C04-1133,22
C04-1132,19
W00-0742,22
C04-1130,19
W01-1008,10
C04-1139,111
C04-1138,112
P00-1061,22
P00-1063,47
P00-1064,12
P00-1065,11
N07-1014,47
W05-0609,9
N07-1010,4
W05-0604,9
W05-0607,34
W05-0606,57
W05-0602,14
W06-2303,11
N13-1027,47
N13-1024,22
D12-1022,5
P09-2008,34
P09-2009,12
A97-1037,6
P09-2003,58
W93-0306,12
W93-0305,12
N04-1001,26
W02-1502,34
N04-1004,24
W02-1505,16
W02-1507,36
W02-1508,34
W08-0901,21
W06-1501,11
W06-1503,36
H89-1034,28
W10-1761,0
P07-2028,97
W98-1428,6
C00-2172,19
P85-1019,28
P05-1038,0
P05-1039,0
P05-1034,6
P05-1035,31
P05-1036,6
P08-1038,50
P05-1031,18
P08-1037,11
C00-2171,57
W11-1918,27
W11-1917,4
W11-1912,4
P01-1048,1
C90-2034,41
P01-1045,11
W05-0638,14
P01-1041,19
P01-1040,16
P01-1043,36
C10-2058,47
C10-2059,11
P08-1016,22
P08-1011,11
P08-1010,15
P08-1013,11
W98-1405,119
C10-2051,50
P08-1019,25
P13-1007,135
P13-1004,23
C10-2057,27
P07-1041,6
P07-1040,19
J95-3004,12
W97-0104,12
W04-2505,10
W04-2504,10
W10-3022,13
W04-2502,10
W04-2501,10
W04-0852,12
W04-0850,19
W07-0208,11
W07-0207,0
W04-0859,16
W07-0204,20
W07-1002,19
W13-2241,23
W07-1001,11
Q13-1028,13
Q13-1025,11
Q13-1023,27
P13-2111,11
P13-2110,34
P13-2112,21
P13-2114,11
P13-2116,92
E12-1073,9
E12-1072,4
E12-1070,53
E12-1076,108
J04-1003,22
N06-1009,14
N09-1055,27
N09-1057,27
W99-0631,22
W08-0102,1
N09-1059,98
N10-1127,15
P98-1060,54
P98-1063,12
P98-1066,12
P98-1069,47
P98-1068,12
W01-0502,9
W06-0503,16
C08-1063,27
W01-0501,10
C08-1065,27
W01-0505,15
C08-1069,50
W01-0509,10
C02-1111,176
W12-0304,35
D10-1055,9
D10-1050,5
D10-1051,107
W09-2602,50
P06-1063,4
C02-1114,7
P92-1046,22
W02-1027,19
C02-1118,22
P10-2035,8
P10-2033,15
P10-2032,23
P10-2030,13
W09-2005,13
P03-1014,0
P03-1015,0
P03-1016,1
P03-1017,2
P03-1010,3
P03-1013,0
P09-1074,4
P09-1075,13
P09-1076,16
P09-1070,7
P09-1071,30
P09-1073,4
E09-1064,9
E09-1066,10
W13-2257,15
E09-1062,13
W13-2258,15
W02-0801,21
W09-0429,0
D08-1007,9
H05-1068,26
W09-1116,21
W09-1117,25
W09-1114,20
D08-1001,3
W09-0420,0
W09-1118,16
H05-1060,12
H05-1066,11
W09-0426,9
J07-2001,29
J07-2002,2
J07-2003,15
D09-1085,11
D09-1087,11
D09-1081,9
W09-0604,5
E93-1019,32
E93-1015,12
W03-1316,47
D09-1088,0
W03-1314,12
W03-0308,20
W03-0309,20
W06-2908,14
C04-1103,25
C04-1100,13
W03-0301,20
W03-0307,20
C04-1104,22
C04-1105,20
W01-1017,0
W01-1015,12
W01-1014,33
W09-1801,5
W01-1011,12
N07-1008,20
P00-1078,3
N07-1005,31
P12-2062,11
P12-2061,15
P98-1039,37
C10-1050,15
P12-2068,5
W10-1702,20
W08-0312,31
N13-1030,5
N13-1032,15
D09-1040,9
W06-2904,14
P09-2018,9
C92-2078,41
P09-2013,8
P09-2012,11
P09-2011,42
C92-2072,35
S10-1007,45
S10-1005,22
S10-1009,11
N04-1013,14
N04-1012,50
N04-1011,11
N04-1010,8
N04-1016,2
N04-1015,3
N04-1014,6
P07-2030,4
N12-1095,20
P07-2038,7
N12-1090,47
W06-0104,11
P05-1029,49
P05-1027,4
P05-1026,13
P05-1025,50
W12-3203,11
P05-1023,13
P05-1022,11
W12-3206,21
W12-3207,35
W98-1415,6
W98-1414,6
P11-2111,3
J98-4002,19
W98-1413,6
C10-2041,50
C10-2040,12
P13-1011,20
W10-2924,14
W10-2920,9
W10-2923,51
E09-1090,50
P97-1020,53
J93-4001,54
W13-2509,25
W04-0864,19
P97-1023,12
N09-2025,8
W04-0860,16
P04-1082,11
N10-1083,20
P12-2026,25
P06-3004,0
Q13-1014,31
W07-1012,26
Q13-1018,13
P04-1081,26
W11-0112,50
W04-3103,3
I05-1020,11
I05-1021,11
I05-1022,14
I05-1023,15
I05-1024,34
I05-1026,3
E12-1046,25
N06-1014,19
E12-1044,50
P07-1079,11
N06-1011,25
N06-1013,20
P07-1070,13
P07-1071,12
N06-1019,50
P07-1077,56
P07-1074,16
P07-1075,16
W13-4044,49
N09-1048,25
W06-3906,33
D13-1061,34
D13-1063,7
W11-0804,11
W06-3909,7
C08-1014,20
C08-1015,21
J02-4002,5
W01-0511,12
W01-0510,14
C08-1012,33
C08-1013,9
C90-3085,41
C90-3086,12
C08-1018,5
C08-1019,13
D10-1044,48
D10-1043,11
D10-1042,25
A92-1021,12
I08-7003,21
I08-7002,26
W03-1121,26
C04-1009,50
W03-1122,10
P10-2002,48
C10-2061,27
P10-2007,34
P03-1007,22
P03-1005,26
P03-1004,26
P03-1003,12
P03-1002,16
P03-1001,7
J12-2006,14
P09-1066,19
P09-1065,19
J12-2005,21
W07-2090,27
P03-1009,22
J12-2001,27
E09-1076,4
E09-1073,7
N07-2027,21
X98-1013,12
E09-1079,21
W06-2505,47
D08-1018,0
W11-2701,5
W11-2705,4
W02-0815,22
W02-0817,27
W11-2708,50
W12-2031,2
W02-0813,26
W12-2033,2
D13-1038,108
H05-1058,12
H05-1059,21
H05-1056,51
H05-1054,26
W09-1109,9
W09-1108,7
W03-1309,26
W03-1308,16
W03-1305,26
W03-1304,26
W03-1307,26
W03-1306,19
P11-1022,23
P11-1020,9
E95-1021,12
E95-1020,12
E95-1022,12
C04-1119,25
C04-1114,63
W03-0317,25
C04-1116,9
W03-0311,19
C04-1110,3
C04-1112,117
E03-1088,57
P98-1045,26
E03-1086,16
E03-1087,0
E03-1080,0
E03-1082,26
C02-1163,9
P00-1046,6
P00-1044,26
N07-1070,13
C08-1049,34
N07-1072,11
C02-1161,8
P12-2072,21
C02-1166,25
C02-1167,10
I08-2080,22
N13-1040,8
C02-1164,20
W03-0314,21
C02-1165,16
P09-2026,11
W11-0413,27
W02-1210,8
C02-1168,101
P09-2020,11
S10-1014,27
C02-1169,10
S10-1012,69
S10-1019,47
P10-1063,23
P06-1038,7
W02-1034,10
N04-4015,20
N04-1024,2
J00-3005,51
N04-1022,19
N04-4011,24
N04-1020,11
W02-1033,10
W06-1520,36
W02-1039,11
J00-3003,12
W06-1320,3
P07-2004,50
P07-2009,50
P05-1012,11
P05-1013,11
P05-1010,11
P05-1011,50
P05-1014,9
W12-2413,20
W04-0808,21
N13-1044,21
A00-1008,81
D10-1033,26
W10-1914,13
P11-2127,11
P11-2123,11
C10-2076,13
H92-1026,12
C10-2073,25
C10-2070,0
N07-2014,21
C92-3159,70
W03-1118,110
C92-3152,71
H93-1038,32
C92-3154,72
W03-0312,11
W03-1119,5
W04-0308,11
N09-2031,25
N09-2034,1
N09-2038,48
Q13-1009,27
C88-1028,35
W00-0605,73
W04-3112,12
W00-0601,11
I05-1038,4
P08-3001,9
E12-1050,21
I05-1031,13
E12-1055,48
E12-1054,0
E12-1056,0
P07-1061,3
C02-1157,8
P07-1063,6
P07-1062,13
L08-1571,21
N13-1134,13
D13-1074,2
W06-3910,50
W08-1702,42
W08-1708,21
C08-1006,21
D10-1078,7
C08-1003,69
C08-1002,22
C08-1001,76
W09-1312,13
D10-1073,9
C90-3095,67
D10-1071,21
C08-1009,77
C08-1008,12
W97-0702,47
W05-0812,20
W05-0817,20
W07-1202,50
W07-1209,36
P10-2014,0
L08-1281,16
L08-1282,26
P10-2012,0
C02-1031,30
C02-1032,20
C02-1033,3
C02-1034,61
C02-1036,6
P10-2050,27
C02-1038,3
C02-1039,27
P09-1053,9
E09-1048,11
P09-1051,25
P09-1056,12
P09-1057,12
P89-1021,118
P09-1059,50
E09-1046,27
E09-1047,0
W07-0813,34
C02-1152,1
L08-1026,50
D08-1069,4
W12-2028,2
W12-2027,2
D08-1065,19
D08-1060,15
W12-2022,82
D08-1063,47
H05-1041,10
H05-1040,4
H05-1043,27
H05-1045,26
H05-1044,27
H05-1047,10
W01-0707,16
W01-0708,12
W09-0440,50
J07-3005,18
J07-3004,11
P11-1035,83
W13-3523,25
P11-1038,13
E85-1030,28
C10-1081,11
C10-1084,19
C10-1085,15
P13-4023,7
P03-1038,21
P03-1039,20
P13-4024,7
P03-1033,1
P03-1031,1
P03-1037,34
P03-1035,26
P00-1051,51
P00-1053,84
P00-1054,85
P00-1056,20
P00-1059,6
P00-1058,26
N07-1065,4
W10-1762,15
X96-1047,28
W06-1620,50
P10-1098,9
I08-2096,8
P10-1094,13
P10-1095,5
P10-1096,5
N13-1059,27
P09-2030,13
W09-1415,13
W02-1203,34
N04-1039,3
A88-1031,46
A88-1032,54
A88-1033,88
A88-1034,54
N04-1030,11
N04-1032,11
P13-1080,0
N04-1036,26
W11-0604,47
W02-1024,26
W02-1023,12
W02-1022,6
W02-1020,20
W13-1505,5
W11-0609,34
W02-1029,19
N04-4008,13
P11-1101,6
P07-2011,34
J04-3001,11
P07-2014,21
P07-2017,26
W03-0108,7
W03-0106,26
W03-0107,26
P05-1005,22
P05-1004,3
P05-1007,6
P05-1006,26
W12-4509,47
P06-3002,21
L08-1566,21
P97-1026,6
W10-2604,12
P97-1029,12
P06-3009,11
D12-1066,9
W05-1526,81
W05-1525,10
W05-1524,81
W05-1523,64
W05-1522,36
W05-1529,22
A97-1030,26
A97-1031,0
A97-1032,92
A97-1033,26
A97-1034,16
A97-1035,16
A97-1036,16
C10-2066,1
A97-1038,6
A97-1039,6
N07-2025,14
N07-2022,20
C04-1010,11
D13-1044,4
J05-3003,22
C92-3143,28
C92-3145,61
W00-1017,1
W04-0809,22
W04-0805,21
W04-0801,35
H86-1009,28
P13-2144,27
P10-2067,23
E12-1029,16
I05-1008,8
I05-1009,22
I05-1006,11
E12-1025,23
I05-1005,22
I05-1001,27
P07-1091,15
C00-1085,50
W10-2909,21
C00-1082,8
C00-1081,8
C00-1080,95
W10-2902,12
W10-2906,11
P13-1062,25
L08-1564,20
L08-1567,21
D13-1049,15
W08-0625,21
P98-1031,26
D13-1046,25
P98-1034,12
C08-1038,6
C08-1039,96
C08-1032,36
C08-1033,24
C08-1031,27
C08-1036,98
C08-1034,7
D10-1069,21
D10-1068,12
D10-1067,11
D10-1066,42
W05-0803,11
P13-2096,20
P13-2097,23
W05-0807,21
W05-0805,57
W05-0804,20
W05-0809,20
W07-1211,14
W07-1210,50
W07-1217,50
W07-1214,21
W07-1219,50
W07-1218,116
L08-1295,9
L08-1292,11
P10-3001,49
P10-3003,19
C02-1021,0
C02-1027,21
C02-1026,10
C02-1025,26
C02-1024,81
N09-1065,4
C02-1028,58
N09-1062,11
W11-1702,27
P09-1041,50
E09-1058,1
W03-1717,140
E09-1057,47
P89-1015,12
P89-1012,41
P09-1048,47
P89-1010,12
E09-1052,8
D11-1149,6
W07-0804,26
W10-2310,3
N10-4005,14
D11-1140,50
L08-1030,27
W07-0809,13
D11-1144,26
W12-2012,2
W01-1629,6
W12-2018,9
W01-0713,0
H05-1035,11
W01-0717,47
H05-1031,5
W01-0714,11
W01-0718,15
C94-1024,12
C94-1025,12
C94-1027,12
W09-1703,7
W09-1701,11
A94-1032,47
W09-1707,12
P11-1045,11
P11-1040,16
P11-1041,57
P11-1048,50
C10-1095,8
W02-0904,21
C10-1090,13
P13-4016,15
P13-4014,23
P13-4015,5
P03-1029,14
P03-1028,26
P13-4010,68
P03-1024,36
P03-1026,75
P03-1020,2
P03-1023,4
P03-1022,22
P00-1024,6
N07-1053,11
P00-1027,99
P00-1023,3
P00-1029,66
W10-1758,31
W10-1759,48
P10-1089,21
D08-1109,12
P10-1086,48
P10-1080,57
P09-2044,21
W06-2305,11
W06-2304,21
A88-1023,28
A88-1022,102
A88-1021,24
A88-1020,41
A88-1027,35
A88-1026,32
W02-1012,20
D07-1036,48
A88-1029,41
N04-4031,34
W02-1016,22
W02-1017,26
W02-1014,103
W02-1015,11
W11-0610,11
P06-2077,34
W03-1509,26
W03-1508,25
W03-1502,26
W03-1506,26
W03-1505,26
C04-1127,47
I08-2130,12
I08-2133,3
C02-1075,8
P11-2099,27
P11-2095,99
P11-2093,34
P06-3015,24
P06-3014,22
P97-1031,12
P97-1030,12
P06-3011,7
P97-1036,42
W05-1512,11
W05-1513,11
P97-1039,47
W05-1511,8
W05-1516,11
P05-2009,16
W05-1514,11
W05-1515,11
W98-1118,3
W98-1114,22
W98-1117,0
W98-1110,12
W98-1111,90
W98-1112,47
C10-2014,11
D09-1149,14
C10-2016,12
A97-1020,90
A97-1027,71
A97-1026,26
A97-1025,2
A97-1024,35
D09-1141,39
A97-1029,26
A97-1028,26
C10-2018,22
W99-0707,12
I05-1058,16
S13-1043,13
S13-1042,27
J04-2001,4
W99-0703,99
J04-2003,20
N09-2018,15
W04-0817,22
W04-0816,21
W04-0815,16
W04-0813,35
W04-0810,12
W04-1810,25
C02-2020,25
C00-1075,19
P13-2150,4
I05-5002,9
I05-5001,9
I05-5004,6
I05-5005,6
I05-1011,8
I05-1010,3
I05-1013,12
I05-1012,1
I05-1014,50
I05-1017,11
I05-1018,50
W05-0618,16
E12-1030,14
W09-2423,22
P07-1082,25
P07-1081,25
P07-1080,13
W10-2919,27
P07-1084,25
W10-2916,23
W10-2911,7
W10-2910,13
W10-2913,19
D13-1059,0
D13-1054,15
D13-1056,9
D13-1050,20
D13-1053,15
P04-1036,9
C08-1029,9
W06-1404,6
C08-1025,0
E09-1059,5
C08-1027,15
C08-1026,12
C08-1021,7
W05-0610,26
C08-1023,7
C08-1022,2
D10-1090,9
W05-0611,19
D10-1094,2
W97-0901,26
P13-2085,27
P13-2084,0
P13-2083,9
W06-1403,6
I08-8001,109
W07-2085,11
W07-1516,7
W11-1604,9
W07-1513,13
W97-0505,94
E09-1051,14
P89-1013,41
P83-1001,28
W07-1220,50
W07-0606,22
W07-0605,22
W07-0604,11
D11-1148,27
P06-1141,26
P06-1143,25
P06-1144,112
P06-1146,13
C02-1016,57
C02-1017,15
C02-1015,6
C02-1012,26
C02-1013,50
C02-1010,15
C02-1011,25
C02-1018,5
W11-1716,27
N01-1028,6
W11-1712,27
W13-2217,31
P96-1018,47
D11-1135,14
D11-1132,14
W12-2001,114
D08-1045,34
D08-1049,27
W12-2009,9
W01-0723,19
W99-0602,47
W99-0603,12
J10-1005,115
C94-1032,12
W99-0608,12
J10-1003,16
H05-1028,73
D07-1108,11
W01-0908,13
W01-0906,116
W01-0907,47
W01-0905,10
P11-1054,16
D07-1095,57
D07-1091,0
P11-1058,7
P13-4009,34
C10-1061,0
C10-1062,35
P11-2115,6
C10-1065,31
P13-4003,57
W93-0111,12
W01-1626,12
P00-1037,35
P00-1036,12
P00-1035,21
N07-1046,25
N07-1041,50
W02-2005,50
N07-1049,11
W10-1747,19
N13-1075,25
X96-1024,32
N13-1072,57
W01-0712,19
C04-1099,47
C04-1090,15
C04-1091,20
C04-1092,7
C04-1093,10
C04-1094,5
C04-1095,21
P09-2059,15
C04-1097,6
A88-1016,12
A88-1014,41
A88-1015,118
W02-1009,11
A88-1013,115
A88-1010,139
A88-1011,35
W02-1004,19
W02-1007,11
H05-1033,5
W06-2112,11
A88-1018,41
W02-1002,21
W13-2105,6
P11-2119,11
H05-1039,11
P11-2083,25
P11-2089,2
P11-2088,13
P05-2016,11
P05-2015,9
W05-1509,11
P05-2012,21
P05-2011,6
P05-2010,10
W05-1506,11
P97-1008,12
W98-1105,26
A97-1016,99
N07-2045,34
A97-1014,0
A97-1015,8
A97-1012,12
N07-2041,14
C10-2001,21
N07-2043,16
D09-1152,135
D09-1151,22
D09-1157,13
A97-1018,21
A97-1019,6
C92-3160,35
W02-0205,7
W02-0208,120
W02-0209,11
W00-1107,12
W00-1104,12
W04-0827,27
W04-0824,11
N09-2066,11
W04-0829,12
N09-2061,3
A94-1001,6
A94-1002,6
A94-1003,90
A94-1004,90
A94-1005,37
A94-1006,47
A94-1007,33
A94-1008,12
A94-1009,12
E93-1062,32
W13-4913,11
W13-4917,35
W13-4915,12
D13-1204,12
P06-1103,25
W97-0318,12
D13-1201,31
W02-1816,11
W02-1815,11
I05-5010,13
I05-5012,6
E12-1002,9
I05-1066,1
I05-1060,25
I05-1062,25
I05-1063,4
W09-2416,45
W09-2413,20
H91-1026,12
H91-1021,28
W10-1108,0
P11-3021,123
P06-2025,25
W08-0609,26
W10-3911,132
D10-1082,34
P03-2028,10
P03-2024,42
P03-2025,25
P03-2027,1
P03-2021,26
P03-2023,125
S13-2045,13
W07-1501,7
S13-2041,77
J05-1003,11
J05-1002,126
J05-1005,22
J05-1004,22
H92-1023,12
C02-1009,20
C02-1008,19
P09-3001,22
P09-3007,11
P09-3004,9
P06-1134,27
P06-1135,10
P06-1136,10
C02-1002,20
C02-1005,6
C02-1004,11
P06-1132,6
C02-1006,112
P12-1108,21
W12-1913,7
W12-1911,21
P12-1101,11
P12-1105,27
P12-1106,13
W06-1908,10
P06-1105,8
W13-2220,11
W13-2221,0
P06-1104,14
W13-2228,31
W06-1906,4
L08-1011,0
L08-1012,10
C02-1056,9
P02-1002,3
P02-1004,6
P02-1005,10
P02-1006,10
P02-1007,6
D08-1055,13
C10-1119,22
H05-1019,8
D08-1050,11
D08-1052,11
C10-1111,129
C10-1112,7
C02-1055,34
H05-1017,121
W99-0615,12
W99-0613,26
P13-4018,22
C00-1020,131
P11-1069,50
D08-1013,27
C94-2208,46
E93-1046,12
W09-0103,11
P11-1065,11
N07-1051,11
D07-1089,19
D07-1088,3
D07-1086,12
D07-1084,19
D07-1082,12
C10-1073,25
C10-1072,27
C10-1070,25
C10-1075,48
N07-1055,5
W93-0104,119
W93-0107,22
C00-1028,22
J95-2004,12
J95-2001,12
W06-1650,27
W11-1501,21
W11-1502,21
W11-1503,21
W06-1654,16
W06-1655,34
W06-1657,27
W13-2404,13
P91-1027,12
P91-1023,12
P09-2064,11
C04-1089,25
C04-1088,27
W06-3506,13
C04-1082,21
C04-1081,34
C04-1080,12
C04-1087,21
C04-1086,25
C04-1084,13
W13-0805,15
W10-3505,27
L08-1332,13
W10-3504,11
P07-2042,7
W10-3411,13
W08-1902,13
P07-2049,13
W08-1904,74
P00-1009,11
I08-2118,12
P00-1002,26
P00-1007,12
P00-1004,19
P97-1010,41
P05-2020,21
P05-2026,6
P05-2024,8
P97-1016,12
W10-2209,57
W94-0109,119
W10-2202,124
W94-0101,81
W94-0103,22
A97-1008,42
C00-2163,20
A97-1001,42
C10-2033,15
C10-2030,26
W03-1210,11
C10-2036,27
A97-1004,3
J98-1003,22
A97-1006,0
A88-1009,35
A88-1008,135
P07-1122,11
N07-2051,11
N07-2050,7
W04-1102,26
A88-1003,24
A88-1002,41
A88-1004,6
D09-1160,8
A88-1006,67
J99-3001,24
W02-0211,81
W05-0104,21
W02-1610,6
W02-1611,19
W04-0834,3
W04-0833,27
W04-0832,11
W04-0838,27
A94-1013,3
A94-1012,136
A94-1011,12
A94-1010,122
A94-1016,19
A94-1014,138
A94-1019,177
A94-1018,35
W13-4901,11
P06-1078,26
P01-1060,0
W08-1122,6
W06-1008,20
W03-0910,22
W02-1802,19
W06-1006,21
C00-1050,90
C00-1051,19
C00-1052,42
C00-1053,24
I05-1073,26
C00-1055,3
C00-1056,25
C00-1057,15
C00-1058,47
C00-1059,20
W09-2403,12
C10-1126,15
E12-1018,11
H91-1034,41
H91-1037,12
S12-1086,9
W13-4017,51
C04-1108,130
